c Random k-CNF Generator. J. Giraldez-Cru
c   value n = 25000
c   value m = 105250
c   value k = 3
c   value seed = 1130
p cnf 25000 105250
-10886 -15619 22469 0
18720 12387 9164 0
20082 -11780 -14013 0
-4026 -18622 -18737 0
22222 -15134 -10910 0
-11458 -620 -13471 0
14349 -24228 -4118 0
12833 -17932 19530 0
348 -18469 -4806 0
6636 -15058 -4603 0
-3257 -17295 11573 0
17077 2367 -23959 0
1240 -22448 2090 0
6604 17825 12063 0
-341 -15047 -2196 0
-2602 -17856 19168 0
7424 -7204 9747 0
2894 -20036 -2678 0
22423 11736 12499 0
-2228 18371 18908 0
-23182 12979 2555 0
-9754 5055 4921 0
-64 6295 -2368 0
18505 -12898 11544 0
5568 -4590 -1590 0
24115 23543 -10798 0
-18282 5967 9353 0
-3028 -8860 20741 0
22058 -6282 7476 0
-9556 24862 -846 0
19815 -23043 -13825 0
22369 -24149 10231 0
2289 -15564 -16525 0
21008 -9069 20775 0
-7552 5988 -364 0
-493 5102 -23907 0
2642 14736 21225 0
11995 9115 -5084 0
7735 6172 -2717 0
-15210 7079 18930 0
7407 1894 -16973 0
12583 -24262 -7473 0
22814 -1551 -14388 0
-14338 13910 14808 0
1464 -21461 -20795 0
-1828 13306 17249 0
-17086 15947 6984 0
4662 -2941 16098 0
1097 2027 -22270 0
-3813 -17236 20700 0
-22743 15995 22593 0
-6067 3577 -21855 0
-4891 -1390 -14757 0
10630 -7080 20018 0
-438 -8543 7831 0
12584 1722 21136 0
4832 10159 -12082 0
-11815 14820 6375 0
19265 15916 8401 0
7886 11081 16989 0
3585 -8823 7983 0
1178 -6241 -11559 0
14384 2483 -4301 0
20492 13112 2732 0
-15509 4901 -11274 0
-23339 17485 4348 0
-19474 -22316 14506 0
-22908 -483 -4326 0
-4282 11099 -20241 0
4034 18984 -6321 0
-21022 22568 -6495 0
-4004 -23745 4087 0
-6915 4480 -6569 0
2567 24971 11033 0
-5298 -15480 15933 0
7923 5170 -8417 0
-12270 15996 -22085 0
18128 -13903 13919 0
-22453 -9536 17 0
9045 4921 19000 0
6718 -943 -16567 0
-13212 -21298 6664 0
8651 -19564 11143 0
-15219 13482 -11114 0
-1251 -18779 -17945 0
8536 18054 14466 0
-16952 21675 -5461 0
5388 14802 10715 0
-19306 -12254 11602 0
10674 12651 -16523 0
-4673 -19368 -8817 0
12592 -23931 -21466 0
-19255 -7581 7382 0
-5397 -14152 -20863 0
-7862 -6754 5994 0
17158 -15289 -24047 0
6624 -23593 -20721 0
-12084 20332 -10523 0
14151 -14638 -14128 0
-752 -311 18130 0
-8626 -21336 -12497 0
8794 -8927 2780 0
21612 19533 1712 0
-3993 16281 -15863 0
16207 -24143 -13969 0
-22200 7652 -20609 0
12598 -14275 10553 0
-8319 -17711 5885 0
-10193 23213 11874 0
15672 15316 3536 0
-8802 -23942 -24871 0
12650 24087 149 0
-15429 20698 -19681 0
-17141 16042 2314 0
-24355 7249 -1456 0
4675 -4448 459 0
-284 8398 -14734 0
2188 8068 23796 0
-8072 -18260 22008 0
11297 283 12323 0
14833 -9084 2616 0
-14703 13086 1703 0
6204 -3514 -22400 0
17236 12006 -13442 0
19549 -11361 -20690 0
12356 7387 -16489 0
12815 24022 -24886 0
-2548 -1210 24305 0
17695 633 -17564 0
14702 11930 9199 0
-2024 -1762 -18282 0
-4640 -7816 22719 0
22694 5371 -1233 0
-20093 22607 -13238 0
-24886 17155 -15950 0
-11927 -4511 -23337 0
19768 -17325 13710 0
11005 11224 -14919 0
10310 -3918 6904 0
19225 -18619 -18833 0
3423 -11994 11946 0
13057 -7985 -19761 0
10775 -5678 -132 0
-12007 -17123 14090 0
-16597 8360 -6244 0
23898 -20287 2106 0
13586 -15054 -19430 0
2296 17410 22005 0
8566 2719 -922 0
15469 -21944 -10892 0
653 -366 14238 0
12598 4774 13574 0
23711 15549 -19252 0
15194 18907 2726 0
4283 -10503 11085 0
-10526 753 -6371 0
-12632 14338 -12776 0
-23413 -16633 21538 0
-20418 16551 -24256 0
-12691 -7019 12551 0
-14935 -7672 4269 0
20524 -20269 9042 0
9097 10331 -24590 0
-3348 524 -18497 0
22425 4806 -20351 0
-8510 -15332 -21103 0
-6232 -19315 1793 0
10360 9079 -18425 0
-6897 20848 1327 0
22504 24891 -8346 0
10055 -14825 7369 0
-14323 -10348 18989 0
-23364 10796 4320 0
14306 -14144 -4843 0
24154 2920 -9649 0
-19504 -11429 -16332 0
-6959 9013 1998 0
-8751 -19372 -11076 0
-18527 17620 23276 0
-19854 15123 -23166 0
19551 -177 4342 0
-1919 5851 6041 0
12259 20567 16836 0
-16578 -9872 22331 0
12773 -9025 251 0
-22421 -19880 -11679 0
-5104 18190 12043 0
23453 -1940 -6414 0
-9528 -11819 -24033 0
24155 23024 -14156 0
-22320 -17574 -5684 0
18013 -10844 2887 0
-24053 -23102 23453 0
7241 6032 -8324 0
4571 18804 -8700 0
-4821 7576 -19931 0
-7852 -12679 -13121 0
-19894 -11131 -6412 0
-17660 -12010 9582 0
8044 -11165 -7605 0
13551 -24836 16530 0
-19235 -17849 18725 0
-22121 -8253 -16827 0
11925 -15493 -22858 0
11600 11416 8013 0
11651 -16236 15588 0
-6581 -15439 -3266 0
-11053 -1685 -5748 0
8817 10696 9109 0
-18398 -18739 -20273 0
17355 -7290 -11461 0
-8884 -17876 20661 0
-2609 -6348 -3913 0
10787 -18272 -10758 0
24996 21223 -22173 0
-8008 7873 -4760 0
-23595 5805 -11551 0
-18212 -16858 4587 0
15311 -674 -15282 0
-24419 -10423 372 0
-11044 -2777 24013 0
13856 -3013 -16888 0
-9516 -21973 14587 0
-4780 24111 24210 0
6889 24106 20432 0
-4061 23465 -3304 0
173 13411 -9109 0
-11723 -6622 17318 0
7661 13284 9343 0
14294 -12702 -19765 0
14665 -15097 -13894 0
13678 -3952 8258 0
21917 4819 21582 0
11504 -9599 20692 0
10713 7839 -19797 0
-6145 -11900 -18261 0
800 3424 -6671 0
-9908 6498 -4644 0
-2225 -14158 -17927 0
-11567 -3451 -21980 0
-22684 -18115 3429 0
2929 23144 23732 0
-11186 20061 3551 0
-7767 6564 4501 0
-3458 -17276 12339 0
14606 14772 15590 0
24218 -15572 -19013 0
-5888 16831 -510 0
1883 10408 6019 0
11161 13326 -9469 0
24492 -11009 -18936 0
2920 5289 8431 0
-1652 -16474 3491 0
-5202 15592 -10054 0
1054 10401 -18682 0
-13392 -6 24805 0
-3982 -24223 -15376 0
14346 -21462 23559 0
6208 14696 8966 0
12226 856 -22291 0
13047 348 24652 0
23334 -3267 4940 0
6764 21270 12766 0
10255 17823 3357 0
11660 18876 -13758 0
-5341 -7268 5115 0
-5146 -2601 20690 0
11873 8298 -17151 0
-10431 14505 23199 0
-19396 1731 24054 0
8039 -14777 -24401 0
-7690 -13110 -19020 0
3981 -19873 -15289 0
16746 21479 24464 0
20103 8139 -18339 0
212 -13479 -16958 0
-5326 -9976 10910 0
-1015 13201 19208 0
-9518 -23631 -8712 0
-7716 9379 -10442 0
23121 -17417 -16570 0
-22522 -16458 21031 0
7893 -20438 7256 0
14533 -12184 3734 0
-13996 23638 11872 0
23687 23849 16703 0
-15644 20526 -1678 0
17906 12893 -14878 0
12113 13762 4861 0
-20824 -21477 -14239 0
-22618 10949 -23007 0
-5539 24822 5816 0
17922 -7714 17605 0
177 13599 -4788 0
-3910 -2594 19777 0
7134 -1280 18625 0
23836 8276 -14151 0
16865 -1181 -2043 0
23095 4645 -15804 0
2955 16820 -3632 0
8545 5789 -14580 0
22903 -11328 5754 0
-3718 -4249 -13467 0
-21322 20777 -2065 0
-17462 16038 21011 0
-12238 23171 13642 0
22215 -22006 -21917 0
-11365 -13871 14449 0
4759 -11965 19093 0
-20562 6271 10913 0
-15545 -14815 16701 0
21476 4069 19380 0
-2229 -7786 14980 0
7048 -20459 -10756 0
464 4272 -1794 0
-21474 7862 16316 0
-10116 5076 -13322 0
23384 7792 -18544 0
-12833 12550 -21860 0
-6925 24463 19482 0
9189 6359 648 0
-890 -2834 4716 0
11621 21415 -12501 0
1601 3462 -24311 0
3708 3925 19935 0
-5501 -399 2796 0
13169 -1866 -7871 0
-1490 -249 -15662 0
-11385 -4433 19563 0
-24596 -2710 -19025 0
-19077 -11898 -383 0
-19724 -4139 19568 0
-24439 7112 15982 0
-3291 8712 -19443 0
18953 -12419 14720 0
-13887 9272 -15118 0
-16682 -22440 -8335 0
-15904 -15281 -24935 0
-22917 18017 20720 0
-17479 -17612 -23429 0
-2855 3040 -1678 0
-19589 14115 -22169 0
-14157 4905 -4280 0
21490 -8195 4343 0
-15933 18499 -16761 0
22004 -7386 17384 0
-12121 -15419 -14823 0
-11807 22675 21455 0
3093 -20591 -14471 0
23812 -4422 23434 0
13592 -23628 -1473 0
-15270 9569 -15587 0
3790 -23725 11843 0
-8069 11566 -20037 0
3763 18850 4888 0
-20523 15853 3625 0
-12907 19325 -19043 0
19081 -6131 8069 0
-15536 -9224 20012 0
21358 24387 15785 0
19792 12979 -14412 0
12616 -3248 -23980 0
19555 23389 -14056 0
6397 22809 -622 0
17786 1571 -19471 0
22673 13445 -10324 0
-1297 -1351 -4648 0
11691 11784 -2131 0
-19760 -2319 2706 0
6123 15028 2092 0
21907 -9819 -15070 0
-11318 -22435 -9669 0
-1650 8341 -8057 0
7057 14737 22217 0
-7678 -7522 -23787 0
-18501 -5194 -12232 0
-20176 -22842 4934 0
-16175 -9533 -16717 0
9657 -20644 -10387 0
12362 -1766 -415 0
-14454 15024 1585 0
20875 17693 15371 0
21896 -19342 23711 0
-4952 17751 -13448 0
18521 16780 12321 0
-17307 -10280 8867 0
20890 -21807 -6708 0
-824 4334 -7592 0
8892 13990 -19587 0
-19279 1352 12704 0
11045 7157 -2727 0
-12629 -3031 -20420 0
-3000 -24926 -6113 0
18062 -21230 15215 0
-6509 -14750 6995 0
10182 -23408 8626 0
19048 -19298 -5433 0
17107 11473 -9766 0
-24699 -20364 -23755 0
10637 5994 16458 0
-23341 17038 23614 0
-17419 21019 17997 0
4190 -24018 9274 0
1655 -17079 -5503 0
16869 -14940 -11604 0
-23863 -121 1364 0
-7489 -19168 12013 0
4273 -11274 -23485 0
-14038 -2324 10200 0
4144 4313 16194 0
-20602 -2653 -8231 0
-19215 -11423 20601 0
3563 6965 -19618 0
12837 8619 -3049 0
-18339 -487 9340 0
-21295 15702 -9460 0
14010 -23190 -19979 0
1022 18814 -22604 0
15858 -7851 -16280 0
1057 3346 -20592 0
-17250 -23947 -14596 0
-16833 -9514 17370 0
-12433 -13076 24334 0
-23403 -912 7952 0
17803 -10603 24791 0
-2142 23249 15492 0
-2953 12258 5033 0
14283 -13279 23846 0
3238 -4136 23048 0
-19517 21544 -1393 0
6460 -13794 -16692 0
-21055 -21978 17557 0
-13425 762 21984 0
4110 15516 14248 0
-12062 8318 -24850 0
-11852 1811 14450 0
18695 -4763 -1707 0
-23727 10397 6337 0
13924 13635 1824 0
-11971 -8151 23367 0
4715 5963 3512 0
-21406 -2017 -489 0
5314 -6793 17603 0
2298 -10903 -8118 0
16545 -14316 -16436 0
-16394 17519 9598 0
22195 -11213 -14361 0
-23901 1291 -24757 0
21589 15214 -13391 0
-23412 -2184 -12894 0
13130 23250 -18856 0
16642 -19656 -12224 0
8482 -24969 10369 0
-1084 -2266 12623 0
554 10162 18290 0
8341 17907 10808 0
17938 15101 -22020 0
-7298 5353 14662 0
-23407 -1941 4875 0
-3149 16704 23410 0
7394 4834 21659 0
-1249 -21475 7666 0
-4825 -4956 -7635 0
-15193 -22392 -1252 0
19167 -22945 -11414 0
12456 -6285 -4320 0
-23263 -24222 10773 0
-11634 -22872 16125 0
-1295 12630 9418 0
22521 7130 1121 0
-20930 14524 -5954 0
-17588 7124 -18780 0
16606 -11948 -15088 0
15592 -18492 3831 0
-16843 4010 -1775 0
-19608 -16465 24411 0
-15280 6079 14984 0
-1052 9064 -12855 0
8528 1710 16836 0
17945 24230 23966 0
-19066 -20159 -13489 0
-16371 -4099 -20612 0
1503 -20704 -23912 0
7942 -11295 8755 0
11772 -19489 12765 0
-13546 -5449 20581 0
4308 12080 -1660 0
19291 4483 -10723 0
23498 13010 -12433 0
-15333 -5955 3014 0
5650 -16372 14525 0
-19138 24094 9975 0
-6102 -596 22030 0
21365 -8537 24676 0
-5119 -20308 -19164 0
9235 -205 15964 0
4816 20864 -3043 0
-6475 -15155 -7525 0
-8549 5004 11887 0
12333 -20336 -17841 0
15347 17338 564 0
-4871 -11475 -24657 0
-14845 -8928 16605 0
-11874 21644 16493 0
-11549 -1763 3153 0
-22064 2349 19709 0
4380 7164 15573 0
-7422 4990 -5727 0
-6299 -13539 -10730 0
-18185 -871 -22417 0
-2377 7569 -14754 0
19292 3791 -17581 0
-18948 -18635 -17860 0
1904 21860 -14504 0
18397 24760 -7618 0
21549 -21824 -9966 0
-16257 -1203 -17130 0
-6829 24976 13471 0
-3907 22626 -2009 0
-5988 -15810 -19232 0
19757 9538 18152 0
862 3829 21943 0
-18442 14129 -15577 0
2654 16032 3789 0
8509 9428 3548 0
-16126 -5976 16723 0
17443 13585 -17925 0
924 11765 9253 0
14395 -15672 6878 0
7755 13011 14040 0
-1986 7767 -23577 0
-20138 -8629 18758 0
8432 18422 7886 0
15360 -21075 -23917 0
19148 -4583 -8345 0
-22696 12060 -5672 0
-14418 -4503 10608 0
-23695 21778 22373 0
24299 11172 4396 0
6176 18927 17406 0
-20215 12264 -173 0
10144 23753 153 0
3901 7184 -18574 0
-11786 22544 6001 0
2054 -16691 1935 0
1750 5738 13995 0
23774 11508 9849 0
9381 1554 6626 0
-6753 852 17798 0
2500 -7027 -11724 0
19906 18594 15339 0
11430 -3737 14092 0
-11582 23989 -21275 0
-21507 -10774 -18818 0
18859 -12827 1861 0
20794 5929 -7598 0
-9788 4702 10457 0
-19636 14082 12010 0
-1261 12187 -12861 0
10410 14686 11240 0
13485 -9591 -4833 0
3824 12372 -24921 0
-17915 15305 -23909 0
5541 -11812 1034 0
-24359 -5670 5212 0
17571 17815 11140 0
-168 -2602 15841 0
-10625 13589 -4923 0
13986 -14850 8461 0
-1847 -259 -23146 0
4438 -13744 24089 0
-9270 8919 -11460 0
-542 -1833 -1765 0
15802 -7373 -4928 0
-16835 -23083 -1949 0
-22046 -15653 -19764 0
24538 -7173 13717 0
-15378 -9149 2306 0
-11652 -23134 -17155 0
-20112 16332 -8765 0
-9610 20769 -13860 0
-8698 21390 -22778 0
-11509 -21931 -15962 0
4625 4084 -14687 0
-9552 -20918 -4121 0
2853 -9316 -11126 0
-22616 205 9650 0
2684 -15582 -18798 0
4989 18586 8283 0
13495 5049 -24615 0
-22260 -14658 11735 0
-2471 -14707 8125 0
-16601 17568 21407 0
23914 -22192 -491 0
4952 -23096 12760 0
-9073 -948 13427 0
11550 -14915 13631 0
-21199 -17598 -4213 0
-6348 13939 14150 0
-14630 2433 -19198 0
-5596 16044 -208 0
-17331 -18515 6266 0
16807 -1467 -23833 0
-13213 -380 12377 0
5055 21684 -10472 0
-17815 -5756 -2771 0
-6241 8657 -9037 0
-19872 21207 -17986 0
-15436 -2554 -6924 0
20937 -8535 709 0
6486 5483 -16752 0
-6693 -22813 -1618 0
4311 5971 19436 0
-3143 -19183 11168 0
6871 -24238 7851 0
8694 -8404 4958 0
2816 5996 13614 0
-11852 17219 9820 0
-21190 24006 3725 0
-19465 -19942 -12259 0
-20173 -1428 -17741 0
-3277 -24472 -6905 0
21246 -3782 -12875 0
15682 -23277 -23410 0
1849 21499 -13999 0
9699 5193 13754 0
-14656 -8008 19749 0
-3269 11212 -11968 0
4440 23753 -10973 0
-8164 -18217 -22267 0
11774 -4742 15046 0
-4515 24370 -14517 0
-2771 20615 -9651 0
-6998 -11296 24279 0
21759 -13144 20777 0
-10757 14194 -969 0
-24510 -3849 329 0
10610 -23469 -11540 0
13929 19260 -10292 0
16254 -2423 -19860 0
-13520 5549 15953 0
-3565 1415 -15322 0
-9433 -4185 2289 0
10435 2534 -13584 0
-9713 -24292 -18080 0
21842 -1400 23625 0
-22810 17261 -2474 0
14490 -2871 -17294 0
17381 -16799 2906 0
19024 -8052 21680 0
-13884 12923 2228 0
21188 7839 3642 0
-11510 8624 24179 0
-13798 -19058 -1712 0
18733 20123 17356 0
3164 16964 -18755 0
1789 6125 2368 0
20614 -20615 21590 0
-12907 -12995 -13388 0
7164 -7019 -12792 0
3844 -12254 17066 0
-6071 -8441 24905 0
1065 -11302 8528 0
243 16451 -2585 0
-1954 -10184 14059 0
10661 4699 -6022 0
-4416 6487 -12147 0
23135 2100 24113 0
19724 6359 3459 0
24463 13522 -10477 0
-12254 -17365 -14082 0
-4320 -14788 13875 0
20576 -15852 16528 0
-4103 -16094 7979 0
-23039 -9399 9514 0
-12098 -20060 14212 0
9471 -15827 -20699 0
-21617 -13961 -22798 0
12081 36 -4156 0
15540 24498 9030 0
17368 -11752 17746 0
-6450 7423 -7533 0
11676 2998 -14736 0
3203 -7100 -22181 0
-11181 21490 22932 0
12046 24939 9343 0
-1258 9410 -169 0
13308 22378 -5481 0
2457 -9459 -5516 0
22965 16350 -5013 0
6994 8717 -8116 0
-24739 6518 -15538 0
-23624 -18193 9887 0
4711 12748 8338 0
-1892 -23928 -4828 0
-24823 2326 -4766 0
517 19935 -14175 0
17037 8242 2905 0
-22517 10698 -12363 0
-19384 -8662 20064 0
-15748 7007 -3780 0
15216 -6746 -10298 0
22105 21721 -19842 0
6992 1431 -7589 0
-15329 19674 -22869 0
11508 10848 16546 0
-16274 11364 11480 0
-21800 3400 19721 0
-24704 17268 -5418 0
-3418 -11651 -5432 0
-23481 18751 -12438 0
18613 -8966 10535 0
20262 -6070 -7255 0
-15103 4413 38 0
-14044 -19742 19711 0
-3264 -6249 5559 0
-19809 13874 16922 0
-6288 -10674 -20322 0
17360 -1729 -12589 0
14129 -21499 -15592 0
-19560 11331 694 0
23350 -4943 -9659 0
-8884 -204 7080 0
7491 -6659 11493 0
7528 -12054 -6234 0
2238 6669 -3834 0
-7796 17829 -17708 0
-24718 15468 -19733 0
-11391 7827 12813 0
15331 -21955 -9311 0
22274 7867 11994 0
22967 -6216 8288 0
-7625 -6451 24844 0
6057 -13941 22854 0
-17549 12820 -9907 0
-15134 -15058 7927 0
10319 14205 755 0
-3026 5274 -16222 0
-14110 -16664 -24048 0
18275 23347 -12354 0
18937 20620 11572 0
5930 18587 -17787 0
14218 17563 -15590 0
-14061 23619 20882 0
-11914 -16167 -8702 0
13172 -22652 15111 0
-21098 -7971 -4315 0
13204 -2348 -9589 0
-4425 7810 -17604 0
19824 1084 -15950 0
23529 20020 2922 0
10101 -950 21508 0
-2887 -15167 -14070 0
-9828 20579 -12689 0
-5710 23844 -20207 0
-5763 12015 -9211 0
12225 -8112 8533 0
-16539 12667 -10880 0
-17479 -17091 -18689 0
1435 3266 11124 0
8736 1794 6144 0
11657 11894 -7093 0
8164 6133 -13611 0
13586 -15960 541 0
17626 -13021 24384 0
4184 10135 -11398 0
-13394 22359 -10861 0
-21926 5250 -23527 0
24158 -22728 6969 0
9198 15514 10234 0
20322 24250 -12027 0
-1465 10906 -23921 0
24909 -19070 -5053 0
4871 -7655 12364 0
5411 -280 -385 0
-4794 -4463 1871 0
7543 9209 -24230 0
-18403 -6134 -4479 0
-8281 21643 -18558 0
6601 -5841 -9072 0
16834 -1162 -8321 0
-3860 18978 -19226 0
-19132 -18886 4647 0
15536 -23756 3653 0
-2900 20518 -3932 0
-19636 -311 24747 0
-21506 24205 8955 0
12087 8959 6440 0
7917 -17239 -3083 0
17827 -23839 275 0
-1898 7024 17788 0
-1570 2235 11765 0
-12147 -21367 22002 0
8146 3254 -20757 0
11798 -6153 7626 0
-15730 17140 -7936 0
6828 4998 -7140 0
-15782 -17084 -16098 0
-22221 -1 -24688 0
16655 -17827 14878 0
-16929 -11076 -21901 0
-9716 3997 -24135 0
-21480 7495 -11853 0
9833 15640 -15107 0
21941 2438 -12611 0
4566 9519 21103 0
-12501 16346 1100 0
-10992 -7127 -18183 0
-18441 -20699 -9535 0
9480 3706 -18713 0
-24357 -20634 -21140 0
12609 21702 16488 0
3096 9533 23983 0
-14948 19366 14622 0
-21406 16306 -17059 0
369 20872 17929 0
-21471 24724 9274 0
-22570 2068 7752 0
-7104 -20508 -3451 0
-7991 21340 -7156 0
-18055 12048 -19141 0
5547 24657 -15842 0
22034 -2752 16727 0
-21016 -9051 11092 0
1990 21809 -2397 0
10400 -22177 -23268 0
3329 9999 14344 0
12602 23920 16411 0
-20354 22375 3270 0
15156 -5365 -24609 0
13663 14772 -11657 0
24155 -20318 2665 0
-14997 8703 -5416 0
-6723 -4719 -5818 0
9166 23060 -2626 0
-11562 8459 -16154 0
-1182 11787 17504 0
-15525 -24389 -16423 0
23287 11094 -13798 0
-1556 -1249 -10514 0
17517 6263 16637 0
20525 5417 -11954 0
23189 11765 12009 0
19956 9839 8079 0
-773 19004 6138 0
-19751 21918 -14596 0
-2256 -23099 17735 0
-19760 -4975 -17123 0
-2534 19613 19568 0
7683 -21168 12168 0
9549 5036 18430 0
1185 -560 -23846 0
-13139 -23748 1963 0
16499 10055 11801 0
24577 -10828 5805 0
5714 21930 -2722 0
11661 -24185 17172 0
4395 -10296 -22146 0
-21517 4182 8110 0
7436 -11864 20629 0
19603 -21412 -665 0
-13032 -22597 17576 0
-3230 -2087 -16324 0
-5192 -18585 -1378 0
-16992 -18161 -3557 0
14148 15226 16838 0
-16869 1886 7375 0
392 6281 -17670 0
13889 19149 13203 0
21998 -1585 -67 0
17627 12539 -12830 0
-18291 16923 1778 0
2218 -20152 20216 0
-18541 -16695 -13800 0
-11271 -38 -23312 0
-6179 -14186 -13537 0
-23017 -22406 6775 0
-5391 -22798 -13055 0
-14412 3038 -7203 0
18967 36 -139 0
-19033 -17662 -12678 0
23214 -2304 -4600 0
-24992 -4521 -16103 0
-20207 -14414 24149 0
-359 -17036 -24186 0
15022 14566 -4723 0
19911 3934 -18481 0
1685 676 -7630 0
-14739 -15088 -10667 0
-13293 -9054 2054 0
4784 -19438 11067 0
8813 9003 -13370 0
-13412 346 -9243 0
-20866 -20553 -15008 0
-20014 12263 23395 0
-10551 -2284 -12960 0
6626 -22194 -16894 0
-106 -23878 8921 0
-24087 -4968 15360 0
1105 9613 15765 0
3159 -14396 -10202 0
14225 -23208 10557 0
18947 -2971 10902 0
-3189 15188 22806 0
9548 1553 10068 0
-7942 -12103 -12352 0
12253 10080 -897 0
20498 1537 -16127 0
4419 -623 12446 0
19778 18080 -22058 0
10543 21238 2805 0
12096 -10462 17364 0
-22652 -4408 -20334 0
-8554 -23948 1873 0
-6359 24847 3425 0
7779 -7788 6880 0
11482 -20041 -16959 0
-12378 6890 -18496 0
19856 -11308 -10470 0
-7302 -6086 -3549 0
20711 7980 16138 0
-23516 -20075 -1600 0
-15879 9079 -22359 0
-2565 8984 12659 0
-4437 6694 12505 0
-7862 14472 -20293 0
6093 -953 -6685 0
-23051 -4683 4926 0
-7898 15890 -16234 0
9720 -23191 -13671 0
4620 10254 -21650 0
20758 -8769 8076 0
-22357 -15999 -17154 0
-11067 9915 -1137 0
-23725 -14352 -7831 0
2582 -13565 13654 0
-22874 -19657 -14607 0
-20910 -9059 -10641 0
-835 8309 -1530 0
8420 18028 -16073 0
-22090 -22647 17678 0
-10091 -18404 17798 0
9519 -7112 -8796 0
-1672 9531 10063 0
19161 24607 15766 0
18343 2188 -4330 0
6996 -61 -15338 0
-21602 -12322 -15748 0
-23594 -4509 -24056 0
-16476 4280 8435 0
23900 17722 -6082 0
16577 -2812 -15837 0
9374 3682 14301 0
9521 -5354 -23831 0
19583 15866 -23437 0
10348 9208 -625 0
6029 16203 -17037 0
12718 4157 20711 0
-3466 -2750 -219 0
-18873 10577 -4498 0
18660 -9476 -22219 0
-24741 17404 -16383 0
6929 -1777 -20064 0
-21229 -11298 -16769 0
11411 22232 -7634 0
-9848 -7580 -16841 0
1824 4960 24396 0
-18860 -17678 3552 0
5922 -12495 22653 0
22492 22719 -8230 0
-1990 16378 -9057 0
-15560 7470 -1461 0
-23294 -14399 19589 0
9710 1979 22238 0
-1478 -13390 -19470 0
-464 14589 18401 0
-8656 -16412 23360 0
-8051 -1623 -16037 0
2954 23897 19883 0
-607 21388 -17602 0
188 14729 331 0
596 -5289 7801 0
-2056 -19934 13551 0
12997 -4643 -15529 0
-10234 -22473 20270 0
21055 -14288 -9858 0
-14455 14295 -17621 0
-12815 -22346 10596 0
-20203 -299 9492 0
6438 -17257 5879 0
15391 8796 20608 0
15721 9392 17248 0
-23521 2799 -12181 0
-12071 -15795 -8176 0
18952 17381 -22000 0
-14221 -13435 2639 0
15431 19242 16933 0
-8051 -7056 5630 0
9998 -18610 22281 0
19489 16399 -14537 0
-368 6789 -23333 0
12327 -22510 24076 0
-4574 12382 1874 0
-8106 15805 -17669 0
7633 -9756 1401 0
20984 15328 -14835 0
-23622 5758 -9076 0
6907 -13809 -7483 0
12536 15158 -17445 0
-9816 9647 -8843 0
15705 1366 6984 0
5389 -13692 -4493 0
4464 9617 8226 0
-6337 -17722 24030 0
-15357 16707 137 0
-16757 -12690 15465 0
-22944 2664 21222 0
-23371 9570 1382 0
-22206 -22105 16540 0
-6002 23273 -1186 0
6196 -13977 18903 0
-13179 -19365 23946 0
-9023 15180 8562 0
-17249 -21516 17635 0
7630 -3225 -9341 0
7767 11333 13383 0
23231 628 -16046 0
-19452 -23999 -615 0
12186 -12556 -14071 0
-3725 9909 -12343 0
-21262 -16104 17671 0
6516 20635 3387 0
5461 -4657 18566 0
-14022 -13257 6434 0
23008 12239 -9658 0
-7349 20005 12342 0
12083 -18235 12970 0
-3128 -4038 3320 0
-20094 7575 -15875 0
516 -11299 -783 0
4211 -23912 8238 0
-21881 -5427 -3872 0
-268 2239 -24881 0
10185 -16260 4489 0
16618 -14268 16727 0
17627 -12968 -11731 0
4969 -50 -21317 0
-17938 -19529 16707 0
-21257 -5974 -24281 0
-3483 22841 1932 0
-20617 2051 17195 0
20206 -23932 13974 0
-24078 -15551 16212 0
-15310 -735 -7472 0
11150 8705 -13091 0
-2877 1331 17410 0
5959 -6299 -17459 0
18628 -15588 -3339 0
-10334 -3196 664 0
966 23030 23504 0
-2897 -18646 555 0
-20092 5204 15838 0
-9065 20633 -6388 0
-276 -10942 -23474 0
-24099 -22091 -7178 0
3541 16319 -8509 0
20950 -22278 -6159 0
4760 -15905 13099 0
-8098 -17590 -16294 0
-8761 -18555 -14324 0
23617 12804 -24321 0
24171 24247 20876 0
-15008 -8311 16508 0
-12747 -24938 -2449 0
2572 15389 -15892 0
-9750 -18929 -7210 0
-9610 -14879 -20839 0
7120 -19638 -3095 0
20218 -19088 12036 0
2864 19200 -5591 0
8539 17816 9746 0
-7859 -16986 8992 0
-3735 -23345 8654 0
11594 2443 24943 0
-14043 5015 -15331 0
21286 6116 612 0
19847 -15725 6842 0
-15686 14196 17831 0
10132 -9414 -11918 0
-22168 -12277 22470 0
19110 -20815 -15285 0
-3855 -20025 -23623 0
4198 -15111 13319 0
12851 -1705 -15762 0
-12793 7099 12128 0
19476 -3384 18243 0
-20087 -23230 319 0
-1928 -5267 14514 0
11110 -15399 -23927 0
14380 -3918 -2555 0
11849 -23027 14721 0
18485 -18233 1098 0
-17107 -22430 -16208 0
21778 1632 9264 0
-12539 -14424 -16362 0
-24666 251 -11097 0
-17908 11689 679 0
9578 4968 22297 0
24091 16078 -12695 0
14370 5457 -7964 0
-16924 -17305 22342 0
-6645 -10789 6926 0
-7742 -19248 20707 0
-15301 -16025 22338 0
-24565 19915 3114 0
-7278 10932 -3364 0
9727 20191 -15053 0
-10405 4768 -20020 0
-7701 3858 2449 0
-11748 18227 7905 0
11063 -10151 16561 0
